gene_name	log2FoldChange	pvalue	padj
LINC02609	-1,126633928	0,046419721	1
LINC02610	0,894999543	0,160214224	1
LINC02611	1,800369017	0,70515564	1
LINC02612	4,938115693	0,141147018	1
LINC02613	2,409800014	0,207547163	1
LINC02614	0,021656383	0,960772128	1
LINC02615	-0,5345526	0,481430922	1
LINC02616	-2,58299976	0,628457166	1
LINC02617	0,69602803	0,731713245	1
LINC02618	0	1	1
LINC02620	-0,56814438	0,849353676	1
LINC02623	-0,593859068	0,705108351	1
LINC02624	1,635577493	0,78980726	1
LINC02625	1,104486038	0,859221612	1
LINC02626	-1,370898287	0,824613466	1
LINC02627	0,543750669	0,820934708	1
LINC02631	0,377232203	0,903535261	1
LINC02632	-1,080584597	0,861904275	1
LINC02634	0,141449795	0,981598698	1
LINC02635	0,299615981	0,838500437	1
LINC02636	-2,426826456	0,479627816	1
LINC02637	-1,323735228	0,830722474	1
LINC02639	0	1	1
LINC02640	1,104486038	0,859221612	1
LINC02641	-0,251729312	0,940889448	1
LINC02643	0,619701549	0,920466801	1
LINC02644	-2,800131229	0,619878956	1
LINC02646	2,610417468	0,672953936	1
LINC02649	0,016131089	0,993409822	1
LINC02656	2,471942367	0,293077745	1
LINC02660	0,20005698	0,974386863	1
LINC02664	2,434710829	0,364208306	1
LINC02666	0,788264577	0,748356798	1
LINC02667	-1,080584597	0,861904275	1
LINC02668	0,226433209	0,970954969	1
LINC02669	-1,811681092	0,515273787	1
LINC02671	0,565927064	0,915648567	1
LINC02672	3,11050061	0,612519761	1
LINC02680	-0,722531592	0,711245024	1
LINC02681	-1,183491334	0,493573328	1
LINC02682	-1,969916684	0,75089608	1
LINC02683	0	1	1
LINC02687	0,214359147	0,971904243	1
LINC02688	3,850922081	0,117600062	1
LINC02691	-0,321609356	0,641444884	1
LINC02692	1,065642084	0,86402973	1
LINC02693	0,097001272	0,597461238	1
LINC02694	-0,170130242	0,827971397	1
LINC02696	-0,684885209	0,436192653	1
LINC02697	0	1	1
LINC02700	-0,035162482	0,995469801	1
LINC02701	-0,194180912	0,857852441	1
LINC02706	-1,255101926	0,839259191	1
LINC02709	-0,417674685	0,459089947	1
LINC02710	1,612866325	0,794626457	1
LINC02712	0,197592041	0,974463744	1
LINC02713	0,449638011	0,766201407	1
LINC02714	3,112742254	0,58088008	1
LINC02716	0,976355713	0,668264738	1
LINC02717	0,638576491	0,844333916	1
LINC02718	2,076965014	0,437104423	1
LINC02720	0	1	1
LINC02721	-1,63200313	0,716386419	1
LINC02723	-0,064965946	0,967498783	1
LINC02724	0,641091675	0,761709615	1
LINC02725	-1,183802907	0,848111367	1
LINC02728	0,076579401	0,958694667	1
LINC02729	4,077025467	0,507282988	1
LINC02730	-3,475226842	0,380491437	1
LINC02731	1,28107553	0,201075829	1
LINC02732	-2,635629945	0,167337721	1
LINC02733	0,232169261	0,726418778	1
LINC02735	0,956708093	0,792819085	1
LINC02739	1,95942753	0,64749246	1
LINC02742	0,003802822	0,997324102	1
LINC02745	0	1	1
LINC02747	-0,798492236	0,715156371	1
LINC02748	0	1	1
LINC02749	-0,949022802	0,717551239	1
LINC02751	-0,163605902	0,978474898	1
LINC02752	1,62204972	0,787840761	1
LINC02754	0,693625353	0,42350167	1
LINC02757	2,329999234	0,683763263	1
LINC02758	-1,076227471	0,862451474	1
LINC02759	-1,700298353	0,782371808	1
LINC02761	1,104486038	0,859221612	1
LINC02762	-0,177585306	0,588397454	1
LINC02763	-0,342334493	0,893429904	1
LINC02764	-0,67819764	0,913244471	1
LINC02765	-0,67819764	0,913244471	1
LINC02766	2,793197923	0,651916225	1
LINC02767	0,386724525	0,90753843	1
LINC02769	0,318262564	0,959216235	1
LINC02770	3,369555345	0,585507063	1
LINC02772	0	1	1
LINC02773	1,860555145	0,762048544	1
LINC02774	-0,063323296	0,989266677	1
LINC02775	-1,301876437	0,831763203	1
LINC02776	0	1	1
LINC02777	0,169117153	0,876997528	1
LINC02778	0	1	1
LINC02783	0	1	1
LINC02785	-3,820718816	0,505126402	1
LINC02786	0	1	1
LINC02789	-0,670580533	0,913412167	1
LINC02794	0	1	1
LINC02795	-0,291102395	0,757187146	1
LINC02796	0	1	1
LINC02798	-0,315623342	0,479873565	1
LINC02799	0	1	1
LINC02800	0,555843461	0,928341466	1
LINC02801	0,205526688	0,973529304	1
LINC02802	0,176855054	0,644103405	1
LINC02803	0,328747174	0,792635027	1
LINC02804	-0,834911108	0,534309812	1
LINC02805	-0,536601354	0,895010156	1
LINC02806	-0,417360509	0,930666831	1
LINC02809	-0,860382157	0,811750846	1
LINC02813	0,942619542	0,878885885	1
LINC02814	-0,610712382	0,831074277	1
LINC02816	0	1	1
LINC02817	-0,77314106	0,744160345	1
LINC02818	1,007515562	0,870436691	1
LINC02820	-0,074231312	0,933768453	1
LINC02821	1,169300951	0,135799442	1
LINC02822	1,136421228	0,1073723	1
LINC02823	0,407503454	0,89514054	1
LINC02826	-0,285442861	0,93927645	1
LINC02827	-0,461595997	0,937975179	1
LINC02828	1,681409164	0,784482999	1
LINC02830	0,21333915	0,972630886	1
LINC02832	3,031010818	0,251406998	1
LINC02834	0	1	1
LINC02837	3,915935743	0,238165376	1
LINC02838	-0,420074128	0,896928124	1
LINC02840	1,66136492	0,39412668	1
LINC02842	-0,675054467	0,913640007	1
LINC02844	-1,34069299	0,828621659	1
LINC02846	-0,839580182	0,520595105	1
LINC02847	0,04281612	0,993371436	1
LINC02848	-2,926232948	0,235109332	1
LINC02849	0	1	1
LINC02851	0	1	1
LINC02853	1,104486038	0,859221612	1
LINC02857	-2,628170415	0,619263333	1
LINC02861	0,413833606	0,411777048	1
LINC02863	1,514103884	0,80746723	1
LINC02864	-0,120296068	0,756526734	1
LINC02865	0	1	1
LINC02869	-0,220087178	0,957830911	1
LINC02870	3,280358581	0,565918182	1
LINC02871	-0,764112143	0,89022562	1
LINC02872	-0,133658218	0,884034631	1
LINC02873	3,156734426	0,607343125	1
LINC02875	-0,794487091	0,833548591	1
LINC02876	1,065642084	0,86402973	1
LINC02877	-2,218372203	0,719799758	1
LINC02878	0,890887712	0,274940479	1
LINC02880	0,096184297	0,918496097	1
LINC02882	1,106002565	0,435332436	1
LINC02883	1,746142117	0,493913517	1
LINC02884	-0,381672123	0,537752309	1
LINC02885	-1,447591011	0,761240831	1
LINC02886	-3,217890491	0,174857565	1
LINC02887	0,441363437	0,563573711	1
LINC02888	0	1	1
LINC02889	3,104183483	0,210575339	1
LINC02890	-0,958393651	0,876316687	1
LINC02891	1,490997942	0,38061496	1
LINC02893	0,256390116	0,234957437	1
LINC02894	0,536690656	0,742653	1
LINC02895	0,455937512	0,297993482	1
LINC02896	0	1	1
LINC02897	0,558678741	0,510796325	1
LINC02898	-0,257998687	0,875987192	1
LINC02899	1,4101682	0,477116116	1
LINC02900	0	1	1
LINC02901	0,433339332	0,850171865	1
LINC02902	-1,080584597	0,861904275	1
LINC02903	0	1	1
LINC02904	-0,008351466	0,992172696	1
LINC02906	0	1	1
LINC02908	-2,626211385	0,259485331	1
LINC02909	0,187589319	0,975919045	1
LINC02910	0,81709187	0,695737465	1
LINC02913	-2,456734978	0,300182589	1
LINC02914	1,985525643	0,749534333	1
LINC02915	-0,675054467	0,913640007	1
LINC02916	-0,825196991	0,446661688	1
LINCADL	0	1	1
LINCMD1	-0,348294486	0,955022714	1
LINC-PINT	0,431143394	0,550718782	1
LINCR-0001	0,829029807	0,523269943	1
LINCR-0003	-2,245955113	0,714064851	1
LINC-ROR	1,116876588	0,855430376	1
LINGO1	-0,229478056	0,465225569	1
LINGO1-AS1	-2,832893709	0,382082015	1
LINGO2	0,776978028	0,189233029	1
LINGO3	5,391949038	0,132541448	1
LINGO4	1,635463247	0,791919667	1
LINP1	0,863684709	0,485465381	1
LINS1	-0,170764067	0,487284276	1
LIPA	-0,184302867	0,301797105	1
LIPC	-1,029218821	0,725541517	1
LIPC-AS1	1,124181809	0,763926472	1
LIPE	-0,319806891	0,356544243	1
LIPE-AS1	-0,037924468	0,962893861	1
LIPF	0,843973019	0,89014277	1
LIPG	-0,027741566	0,922337405	1
LIPH	-0,390320608	0,848398521	1
LIPJ	0,52111474	0,844801963	1
LIPM	-0,107430547	0,986124443	1
LIPT1	-0,111739615	0,763563791	1
LIPT1P1	0	1	1
LIPT2	-0,290251834	0,540650269	1
LITAF	-0,044559215	0,794587133	1
LITAFD	1,676463347	0,371010633	1
LIVAR	1,61781805	0,79278412	1
LIX1	-0,285859887	0,218411042	1
LIX1-AS1	1,149970814	0,722820504	1
LIX1L	0,062369568	0,665923879	1
LIX1L-AS1	4,035573624	0,185961004	1
LKAAEAR1	1,519807476	0,708538253	1
LL22NC03-63E9,3	-1,587391062	0,798563827	1
LLGL1	-0,046984794	0,761876592	1
LLGL2	0,192549551	0,837318662	1
LLPH	-0,15039562	0,397091893	1
LLPH-DT	0,634128267	0,543665976	1
LMAN1	0,10186189	0,547932154	1
LMAN1L	1,588068023	0,797700771	1
LMAN2	-0,059322521	0,69211045	1
LMAN2L	-0,258299861	0,154088912	1
LMBR1	0,135174521	0,389452949	1
LMBR1L	0,11120008	0,559317976	1
LMBRD1	-0,16923597	0,296443854	1
LMBRD2	-0,149687003	0,489280812	1
LMCD1	0,798343799	0,272303727	1
LMCD1-AS1	-0,436183589	0,56066914	1
LMF1	-0,055700325	0,808101085	1
LMF1-AS1	-0,061757736	0,934551524	1
LMF2	0,12644359	0,495196925	1
LMLN	0,318246063	0,156367101	1
LMLN2	-1,31206293	0,831176956	1
LMNA	0,120589421	0,392944178	1
LMNB1	-0,132561982	0,497600084	1
LMNB1-DT	1,686380707	0,78384392	1
LMNB2	0,052922144	0,72016179	1
LMNTD1	-1,305312958	0,518619847	1
LMNTD2	0,208970965	0,826984006	1
LMNTD2-AS1	0,66776883	0,623720287	1
LMO1	-1,175959334	0,4335159	1
LMO2	0,656029559	0,03423474	1
LMO3	-0,545703615	0,101018123	1
LMO4	-0,173710456	0,233488551	1
LMO7	0,114674082	0,5535157	1
LMO7-AS1	-2,140989475	0,48365962	1
LMO7DN	-1,279463018	0,831901751	1
LMO7DN-IT1	0	1	1
LMOD1	0,489060433	0,126035373	1
LMOD2	-0,383012798	0,167957204	1
LMOD3	0,193071351	0,247331707	1
LMTK2	0,174667404	0,390186137	1
LMTK3	-0,075210734	0,889272239	1
LMX1A	-0,462671502	0,418566792	1
LMX1B	0,076814604	0,809691207	1
LNCAROD	-0,831286313	0,893069311	1
LNCARSR	-1,157405121	0,768005924	1
LNC-LBCS	-0,171683229	0,868950369	1
LNCOC1	1,154546306	0,229489103	1
LNCOG	-1,917614807	0,209228461	1
LNCPRESS1	0,636051488	0,918352091	1
LNCSRLR	-0,328991018	0,909524613	1
LNCTAM34A	0,497675626	0,751103569	1
LNP1	-0,006432062	0,983061399	1
LNPEP	0,066796682	0,721958252	1
LNPK	-0,154979601	0,312137253	1
LNX1	0,27748395	0,5959108	1
LNX1-AS2	-1,958209934	0,704432081	1
LNX2	0,048129974	0,847669616	1
LOH12CR2	0,035447079	0,950090803	1
LONP1	0,020076511	0,899066935	1
LONP2	0,048213179	0,780707134	1
LONRF1	-0,159713508	0,395407974	1
LONRF2	0,476769554	0,096782948	1
LONRF2P3	1,065642084	0,86402973	1
LONRF3	1,536674879	0,106824905	1
LORICRIN	0,223290237	0,971359606	1
LOX	0,25569827	0,217070099	1
LOXHD1	0,693398006	0,837018439	1
LOXL1	0,179642613	0,386967135	1
LOXL1-AS1	0,030129328	0,914969691	1
LOXL2	0,368095058	0,031537326	1
LOXL3	-0,255758793	0,227554204	1
LOXL4	0,302710017	0,394985017	1
LPA	-2,340177716	0,239372656	1
LPAL2	0,146771061	0,866431155	1
LPAR1	0,026201142	0,895020033	1
LPAR2	0,101494965	0,650928758	1
LPAR3	-0,554373023	0,41087791	1
LPAR4	-0,292427501	0,216734815	1
LPAR5	0,266557173	0,965067371	1
LPAR6	-0,110523555	0,630766298	1
LPCAT1	0,273258665	0,120361837	1
LPCAT2	-0,075105666	0,815305221	1
LPCAT3	0,141634461	0,49633032	1
LPCAT4	0,092373661	0,668809808	1
LPGAT1	0,154825853	0,35839336	1
LPIN1	0,162825009	0,390285602	1
LPIN2	0,153811641	0,352031664	1
LPIN3	0,442276898	0,292045441	1
LPL	-0,759866409	0,013100038	1
LPO	0,710717195	0,880029889	1
LPP	0,292591075	0,196312133	1
LPP-AS2	0,376886738	0,376276158	1
LPXN	0,223409516	0,562569328	1
LRAT	-1,538763423	0,102614517	1
LRATD1	-0,372037406	0,111229311	1
LRATD2	-0,080563279	0,694529562	1
LRBA	0,133721632	0,532138986	1
LRCH1	-0,065546919	0,732161898	1
LRCH2	-0,094527303	0,641986878	1
LRCH3	0,109184355	0,4747113	1
LRCH4	0,102915846	0,541382374	1
LRCOL1	0	1	1
LRFN1	-0,289733758	0,509779585	1
LRFN2	0,495636059	0,701865044	1
LRFN3	-0,080169062	0,776208397	1
LRFN4	-0,254670085	0,222120685	1
LRFN5	-0,077204204	0,718841667	1
LRFN5-DT	0,207415554	0,540665945	1
LRG1	2,578699824	0,295913718	1
LRGUK	-0,019572514	0,976741603	1
LRIF1	-0,326152835	0,092154939	1
LRIG1	0,328151325	0,012450239	1
LRIG2	0,070454518	0,709503888	1
LRIG2-DT	-1,283328863	0,242749498	1
LRIG3	0,038555593	0,830890002	1
LRIG3-DT	2,055530345	0,736205348	1
LRIT1	0	1	1
LRIT3	-0,107009365	0,923984627	1
LRMDA	-0,527482661	0,566050269	1
LRP1	0,355260485	0,397459181	1
LRP10	0,15572304	0,291340956	1
LRP11	-0,042786376	0,804913283	1
LRP12	0,003082173	0,986557054	1
LRP1B	-0,153275146	0,577862978	1
LRP2	-0,23592174	0,481521878	1
LRP2BP	0,362656997	0,64583048	1
LRP3	-0,082881676	0,698716918	1
LRP4	0,070517961	0,661998162	1
LRP4-AS1	1,153748405	0,613995525	1
LRP5	0,312457342	0,092576736	1
LRP5L	0,787346824	0,021192722	1
LRP6	0,063270745	0,756840718	1
LRP8	0,078611128	0,70286695	1
LRPAP1	0,035606977	0,797599424	1
LRPPRC	-0,103731592	0,474006416	1
LRR1	-0,10450386	0,695694826	1
LRRC1	-0,499076794	0,08441486	1
LRRC10B	-0,613414135	0,238424376	1
LRRC14	-0,078088523	0,68143025	1
LRRC14B	0,641881083	0,294486075	1
LRRC15	0,736346412	0,817517699	1
LRRC17	-0,21280769	0,131337168	1
LRRC18	2,930528973	0,530498375	1
LRRC19	3,978743028	0,30266208	1
LRRC2	0,262000843	0,636076334	1
LRRC20	-0,233137314	0,23292457	1
LRRC23	-0,185274814	0,530741354	1
LRRC24	-0,463080832	0,448567235	1
LRRC25	-3,467625674	0,380949162	1
LRRC26	1,022521462	0,709912507	1
LRRC27	-0,137589542	0,506652297	1
LRRC28	0,039413726	0,840534623	1
LRRC29	-0,775515346	0,356171779	1
LRRC2-AS1	-2,27112375	0,713670458	1
LRRC3	-0,057462552	0,815584369	1
LRRC30	2,128678751	0,19461165	1
LRRC31	-0,10131199	0,951737739	1
LRRC32	-0,153241481	0,632221048	1
LRRC34	-0,113900302	0,84632815	1
LRRC36	0,386018236	0,895909416	1
LRRC37A	0,312894453	0,358397531	1
LRRC37A11P	1,962243235	0,290749047	1
LRRC37A12P	-0,075072269	0,990244197	1
LRRC37A14P	0	1	1
LRRC37A15P	-3,943146455	0,358216311	1
LRRC37A16P	-0,469587318	0,918660374	1
LRRC37A17P	0,254257861	0,833816024	1
LRRC37A2	0,313666163	0,223930687	1
LRRC37A3	0,31577473	0,17375695	1
LRRC37A4P	0,69017399	0,009779927	1
LRRC37A5P	-0,228734599	0,907994351	1
LRRC37A6P	0,398334821	0,736904142	1
LRRC37A7P	2,214008211	0,067710022	1
LRRC37A9P	-0,16808745	0,921599133	1
LRRC37B	0,207576616	0,41322542	1
LRRC37BP1	-0,050928247	0,773215005	1
LRRC38	0,847272039	0,213048754	1
LRRC39	0,109799382	0,584656768	1
LRRC3B	-0,098709937	0,714852532	1
LRRC3C	1,104486038	0,859221612	1
LRRC3-DT	0,672875711	0,866608588	1
LRRC4	-0,352606207	0,14862213	1
LRRC40	-0,261829197	0,129445648	1
LRRC41	0,14201538	0,295438868	1
LRRC42	-0,055562811	0,749595634	1
LRRC43	-0,182347726	0,868211863	1
LRRC45	0,065032374	0,844882031	1
LRRC46	0,228261956	0,783075476	1
LRRC47	0,055088686	0,735020884	1
LRRC49	-0,103195758	0,67157321	1
LRRC4B	-0,052046953	0,859900835	1
LRRC4C	-0,127544985	0,618281371	1
LRRC51	-0,172345258	0,600598315	1
LRRC52	4,793333696	0,248713676	1
LRRC52-AS1	0,757193926	0,615616533	1
LRRC53	1,115215847	0,856211316	1
LRRC55	-0,369592668	0,246562254	1
LRRC56	0,30876312	0,533681044	1
LRRC57	0,07692903	0,656854544	1
LRRC58	0,025381955	0,874032337	1
LRRC59	0,145789885	0,286008514	1
LRRC61	-0,511933223	0,3664733	1
LRRC63	1,126853133	0,579139109	1
LRRC66	0,095423926	0,850343582	1
LRRC69	-0,668136664	0,468482383	1
LRRC7	0,162449506	0,514157658	1
LRRC70	-0,753753928	0,678579803	1
LRRC71	-1,601088368	0,448820612	1
LRRC73	-0,525426569	0,488197581	1
LRRC74B	0,696197077	0,618480066	1
LRRC75A	0,104263438	0,777870563	1
LRRC75B	0,195452626	0,49188272	1
LRRC77P	-0,452953707	0,771296519	1
LRRC8A	0,074409187	0,672476162	1
LRRC8B	-0,218141161	0,444249179	1
LRRC8C	-0,024072517	0,910882309	1
LRRC8C-DT	-0,245288695	0,67782472	1
LRRC8D	-0,183080753	0,359032463	1
LRRC8D-DT	1,32452226	0,427078438	1
LRRC8E	0,149300705	0,899910618	1
LRRC9	-1,750887716	0,080892209	1
LRRCC1	-0,246225157	0,29437204	1
LRRD1	1,037402506	0,374359716	1
LRRFIP1	0,094164298	0,541414352	1
LRRFIP1P1	-0,181258873	0,716099075	1
LRRFIP2	-0,000238124	0,998822528	1
LRRIQ1	-0,784236035	0,088446302	1
LRRIQ3	-0,34426536	0,705728922	1
LRRIQ4	-0,62197368	0,854128973	1
LRRK1	0,265683869	0,304509876	1
LRRK2	0,11470911	0,848824399	1
LRRK2-DT	2,716887783	0,508906521	1
LRRN1	0,091631501	0,4555789	1
LRRN2	-0,26654474	0,352926806	1
LRRN3	-0,146654041	0,411555773	1
LRRN4	2,640144525	0,509435989	1
LRRN4CL	0,134238548	0,802178116	1
LRRTM1	0,89321493	0,340367197	1
LRRTM2	0,137572639	0,687139466	1
LRRTM3	-0,054112415	0,922821366	1
LRRTM4	-0,350739622	0,46235777	1
LRSAM1	0,200649445	0,314766258	1
LRTM1	-0,070496175	0,750465942	1
LRTM2	1,33488535	0,481314718	1
LRTOMT	0,158124349	0,886990949	1
LRWD1	0,115773089	0,569773817	1
LSAMP	0,17229737	0,459542027	1
LSAMP-AS1	0,998346648	0,866853613	1
LSG1	-0,033936534	0,838444783	1
LSINCT5	0,356682499	0,863054098	1
LSM1	-0,125258314	0,565274655	1
LSM10	-0,326031892	0,156429476	1
LSM11	0,068395112	0,727287034	1
LSM12	0,036779638	0,840632483	1
LSM12P1	-0,238280192	0,930626503	1
LSM14A	0,009274757	0,942464448	1
LSM14B	0,028526917	0,860623205	1
LSM1P1	-0,67819764	0,913244471	1
LSM2	-0,289879695	0,173806289	1
LSM3	0,047432022	0,835182702	1
LSM3P3	1,104486038	0,859221612	1
LSM4	-0,191832401	0,346362672	1
LSM5	-0,125305488	0,494255128	1
LSM6	-0,119382289	0,603241575	1
LSM7	-0,146057045	0,410085864	1
LSM8	-0,003899791	0,980467215	1
LSMEM1	0,176919738	0,829936745	1
LSMEM2	0,498426029	0,339824195	1
LSP1	-0,050716308	0,874228017	1
LSP1P4	0,343359137	0,347098407	1
LSR	0,406822989	0,651375399	1
LSS	-0,405642987	0,008405181	1
LST1	3,832065798	0,295275309	1
LTA	0,424687675	0,869628765	1
LTA4H	-0,107989518	0,438875505	1
LTB	-2,26121235	0,592291594	1
LTB4R	0,294690663	0,35868834	1
LTB4R2	0,423083318	0,336668197	1
LTBP1	0,004661077	0,972079001	1
LTBP2	0,789424867	0,001655158	1
LTBP3	0,10541724	0,480796053	1
LTBP4	0,226331691	0,085039576	1
LTBR	0,132949451	0,606465483	1
LTC4S	-0,484178944	0,806395219	1
LTF	-0,762493489	0,7846815	1
LTK	0,576526664	0,117514088	1
LTN1	-0,041544395	0,818113806	1
LTO1	0,103911429	0,606361311	1
LTV1	0,026697676	0,875842012	1
LUADT1	0,598213681	0,753615835	1
LUARIS	0,17089615	0,977948313	1
LUC7L	0,056606366	0,734252755	1
LUC7L2	0,061351322	0,650275952	1
LUC7L3	-0,028173052	0,842069935	1
LUCAT1	0,209926038	0,822104603	1
LUM	-0,319669746	0,031682396	1
LUNAR1	-0,594376119	0,599919161	1
LURAP1	-0,039136016	0,949585746	1
LURAP1L	-0,164513597	0,549193917	1
LURAP1L-AS1	-1,458456376	0,27835869	1
LUZP1	0,150708298	0,454075919	1
LUZP2	0,333290097	0,625895408	1
LUZP4	0	1	1
LVRN	-0,192532833	0,827340668	1
LXN	-0,240846334	0,328772443	1
LY6E	-0,220465968	0,309602397	1
LY6E-DT	1,343223759	0,427903787	1
LY6G5B	0,226900378	0,371808384	1
LY6G5C	0,436042891	0,580827157	1
LY6G6C	0,896680825	0,626579553	1
LY6G6D	1,183896174	0,629265099	1
LY6G6F-LY6G6D	-1,47891759	0,659947484	1
LY6H	-0,272794758	0,417006799	1
LY6K	-2,399438338	0,3676095	1
LY75	1,250380081	0,244834902	1
LY75-CD302	0	1	1
LY86-AS1	0,666581821	0,734552297	1
LY9	0,924432213	0,754991958	1
LY96	-0,623590192	0,72374282	1
LYAR	-0,147862809	0,575636959	1
LYG1	0,376382261	0,612093761	1
LYG2	0,20528067	0,973560986	1
LYL1	-0,745793245	0,865550955	1
LYN	0,236732068	0,481260326	1
LYNX1	-0,229746084	0,438029179	1
LYNX1-SLURP2	-2,672333865	0,652919345	1
LYPD1	0,121775248	0,640459743	1
LYPD3	0,436462024	0,714967601	1
LYPD5	-1,672036729	0,425885322	1
LYPD6	0,080478374	0,757875449	1
LYPD6B	-0,751285373	0,230104126	1
LYPD8	2,355892488	0,599353075	1
LYPD9P	-0,42956518	0,904528518	1
LYPLA1	-0,001920424	0,989768943	1
LYPLA1P1	0	1	1
LYPLA2	-0,237736568	0,169114763	1
LYPLAL1	-0,255171871	0,293126096	1
LYPLAL1-AS1	2,006573246	0,415724784	1
LYPLAL1-DT	0,538301604	0,645627181	1
LYRM1	-0,335983356	0,098380299	1
LYRM2	-0,165199111	0,273751448	1
LYRM4	-0,03483643	0,853316824	1
LYRM4-AS1	0,086763331	0,843283648	1
LYRM7	0,007804845	0,970568259	1
LYRM9	0,183996906	0,537036942	1
LYSMD1	-0,168683659	0,447641997	1
LYSMD2	-0,234433498	0,662040056	1
LYSMD3	0,001009065	0,996282968	1
LYSMD4	0,181044439	0,401640628	1
LYST	0,134905652	0,609093113	1
LYVE1	-0,200737948	0,834610741	1
LYZ	0,365323373	0,767845845	1
LZIC	-0,125336132	0,374669318	1
LZTFL1	-0,064488166	0,721318267	1
LZTR1	0,190169536	0,222577504	1
LZTS1	0,239198382	0,108504478	1
LZTS2	0,082229088	0,555572613	1
LZTS3	0,109318863	0,73405369	1
M1AP	-0,734642918	0,804380203	1
M6PR	-0,099442431	0,475707345	1
MAB21L1	-0,033380757	0,92543449	1
MAB21L2	-0,045726625	0,839729922	1
MAB21L3	3,767102799	0,27370854	1
MAB21L4	0	1	1
MACC1	-0,879038127	0,412295391	1
MACF1	0,255180832	0,25056419	1
MACIR	-0,035866619	0,847736516	1
MACO1	0,079617855	0,621404903	1
MACORIS	0,250748466	0,967889254	1
MACROD1	0,029664029	0,908471523	1
MACROD2	-0,410360183	0,178923379	1
MACROH2A1	-0,03619866	0,791771279	1
MACROH2A2	-0,25651663	0,128755619	1
MAD1L1	-0,155784162	0,408569221	1
MAD2L1	-0,066923548	0,735904173	1
MAD2L1BP	-0,256818525	0,206224445	1
MAD2L1-DT	3,94827717	0,222715605	1
MAD2L1P1	3,196718917	0,564445387	1
MAD2L2	-0,111368093	0,58020926	1
MADCAM1	0,258110746	0,823062472	1
MADCAM1-AS1	1,65023377	0,431195277	1
MADD	0,152308974	0,358517179	1
MAEA	0,016341414	0,915136459	1
MAEL	-1,891818681	0,201633513	1
MAF	0,047875329	0,820100481	1
MAF1	0,188290197	0,296600124	1
MAFA	-0,746009237	0,204420863	1
MAFA-AS1	-3,039668539	0,268941662	1
MAFB	-0,345055598	0,097448633	1
MAFF	0,439786237	0,159381328	1
MAFG	0,092997393	0,572766098	1
MAFG-DT	-0,208967925	0,684514743	1
MAFK	0,167730613	0,594808232	1
MAFTRR	2,140006572	0,269264893	1
MAG	-4,490482105	0,464178005	1
MAGEA10	-2,01069774	0,744996763	1
MAGEA12	0,555069112	0,928443135	1
MAGEA2	-0,93777145	0,879548018	1
MAGEA2B	1,39890715	0,820769348	1
MAGEA4	-0,269716633	0,944521779	1
MAGEA8-AS1	0	1	1
MAGEA9B	2,268732161	0,71381314	1
MAGEB10	-0,287130022	0,958589015	1
MAGEB17	1,598820949	0,575951548	1
MAGEB2	-0,337225309	0,956439095	1
MAGEC1	-0,67819764	0,913244471	1
MAGEC3	0,177708274	0,899249286	1
MAGED1	-0,054448157	0,649581564	1
MAGED2	-0,042383896	0,757777919	1
MAGED4	0,719274857	0,000014174	0,248907389
MAGED4B	0,039357941	0,821286649	1
MAGEE1	-0,145438083	0,575539608	1
MAGEE2	0	1	1
MAGEF1	-0,169280462	0,318704288	1
MAGEH1	-0,063292458	0,709737417	1
MAGEL2	0,335803197	0,158256174	1
MAGI1	-0,120724446	0,551242732	1
MAGI1-IT1	3,22185155	0,268312072	1
MAGI2	-0,000471512	0,998304788	1
MAGI2-AS3	0,138973347	0,482117028	1
MAGI3	-0,31325461	0,146071308	1
MAGIX	-0,973690665	0,254199078	1
MAGOH	-0,10545243	0,646191506	1
MAGOH2P	3,732312759	0,136457566	1
MAGOHB	-0,12560912	0,516015379	1
MAGT1	-0,020445394	0,896754102	1
MAILR	0,139206881	0,765792414	1
MAIP1	-0,272357585	0,276033882	1
MAJIN	2,555646506	0,679946709	1
MAK	0,845130306	0,557981851	1
MAK16	-0,037631952	0,835490444	1
MAL	-0,590725569	0,484791409	1
MAL2	-0,154451041	0,785417924	1
MALAT1	0,144444734	0,280937293	1
MALINC1	0,264206568	0,812840703	1
MALL	-0,233451509	0,604011008	1
MALRD1	0,845586128	0,437464692	1
MALSU1	-0,576540263	0,035089209	1
MALT1	0,11251183	0,460544888	1
MALT1-AS1	0,77591194	0,577987499	1
MAMDC2	-1,106189811	0,118682792	1
MAMDC2-AS1	0,566622017	0,381948491	1
MAMDC4	0,427642676	0,23935161	1
MAML1	0,175031072	0,20852993	1
MAML2	0,379235095	0,100552589	1
MAML3	0,374611651	0,088206144	1
MAMLD1	-0,000304103	0,998848664	1
MAMSTR	0,218690457	0,41987196	1
MAN1A1	0,191548167	0,291640454	1
MAN1A2	-0,061358004	0,763259595	1
MAN1A2P1	-3,12965845	0,518140835	1
MAN1B1	0,022418825	0,877013514	1
MAN1B1-DT	-0,419378144	0,44706999	1
MAN1C1	0,280078837	0,170993744	1
MAN2A1	0,057513721	0,773440633	1
MAN2A1-DT	2,784787997	0,074854419	1
MAN2A2	0,152906054	0,309279737	1
MAN2B1	0,141884052	0,33034748	1
MAN2B2	0,182625631	0,308892104	1
MAN2C1	0,101992736	0,512718362	1
MANBA	-0,110114314	0,598476826	1
MANBAL	0,01744207	0,923712543	1
MANCR	-2,758397255	0,511384164	1
